b'1.',"b'The Law of Contract (Amendment) Bill, 2019'",b'Waititu Francis Munyua',b'No. 1 of 2019',b'28/01/19',b'10/02/19',b'3',b'13/02/19',b'26/6/20193/7/2019Committee on 18/09/19',b'18/09/19',b'Passed',b'-'
b'The Constituencies Development Fund (Amendment) Bill',b'M. Karue',b'25',b'31/5/07',b'14/6/07',b'58',b'9/7/07',b'19/7/07',b'19/9/07',b'\xc2\xa0',b'\xc2\xa0'
b'The Biosafety Bill',b'MORST',b'26',b'22/6/07',b'6/7/07',b'66',b'11/7/07',b'26/7/07',b'2/10/07 11/10/07',b'\xc2\xa0',b'\xc2\xa0'
b'The Anti-Counterfeit Bill',b'Trade & Industry',b'27',b'22/6/07',b'6/7/07',b'67',b'11/7/07',b'26/7/07',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'The Constitution of Kenya (Amendment) Bill',b'MOJCA',b'28',b'27/7/07',b'9/8/07',b'74',b'30/7/07',b'9/8/07',b'15/8/07 Defeated',b'\xc2\xa0',b'\xc2\xa0'
b'The Prevention of Organized Crime Bill',b'Internal Security',b'29',b'27/7/07',b'9/8/07',b'75',b'31/7/07',b'15/8/07',b'30/8/07',b'\xc2\xa0',b'\xc2\xa0'
"b'The Counsellors, Psychologists and Psychotherapists Bill'",b'Wamunyinyi',b'30',b'27/7/07',b'9/8/07',b'77',b'31/7/07',b'23/8/07',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'The Consumer Protection Bill',b'Midiwo',b'31',b'27/7/07',b'9/8/07',b'76',b'24/8/07',b'30/8/07',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'The Appropriations Bill',b'Finance',b'32',b'18/9/07',b'25/9/07',b'89',b'21/9/07',b'26/9/07',b'2/10/07',b'2/10/07',b'\xc2\xa0'
b'Bill',b'Sponsor',b'KNA #',b'Dated',b'Maturity',b'GAZ #',b'1stREAD',b'2ndREAD',b'3rdREAD',b'ASSENT'
"b'The Constitution of Kenya (Amendment) Bill, 2008'",b'Attorney General',b'1',b'06/03/08',b'\xc2\xa0',b'14',b'12/03/08',b'18/03/08',b'18/03/08',b'18/03/08'
"b'The National Accord and Reconciliation Bill, 2008'",b'Attorney General',b'2',b'06/03/08',b'\xc2\xa0',b'12',b'12/03/08',b'18/03/08',b'18/03/08',b'18/03/08'
b'The Accountants Bill',b'Minister for Finance',b'3',b'08/04/08',b'22/04/08',b'24',b'15/04/08',b'15/4/08',b'11/12/08',b'\xc2\xa0'
"b'The Proceeds of Crime and Anti- Money Laundering Bill, 2008'",b'Attorney General',b'4',b'11/04/08',b'25/04/08',b'25',b'29/04/08',b'29/04/08',b'\xc2\xa0',b'\xc2\xa0'
"b'The Criminal Procedure Code (Amendment) Bill, 2008'",b'Attorney General',b'5',b'14/04/08',b'28/04/08',b'26',b'30/04/08',b'06/05/08',b'16/12/08',b'24/12/08'
"b'The International Crimes Bill, 2008'",b'Attorney General',b'6',b'14/04/08',b'28/04/08',b'27',b'30/04/08',b'07/05/08',b'11/12/08',b'\xc2\xa0'
"b'The Supplementary Appropriation Bill, 2008'",b'Minister for Finance',b'7',b'07/05/08',b'21/05/08',b'30',b'13/05/08',b'13/05/08',b'14/05/08',b'\xc2\xa0'
"b'The Sacco Societies Bill, 2008'",b'Minister for Co-operative Development',b'8',b'09/05/08',b'23/05/08',b'31',b'10/06/08',b'16/10/08',b'13/11/08',b'\xc2\xa0'
"b'The National Cohesion and Integration Bill, 2008'","b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'9',b'09/05/08',b'23/05/08',b'33',b'11/06/08',b'16/10/08',b'27/11/08',b'\xc2\xa0'
"b'The Truth, Justice and Reconciliation Commission Bill, 2008'","b'Minister for Justice, National Cohesion and Constitutional                     Affairs'",b'10',b'09/05/08',b'23/05/08',b'34',b'10/6/08',b'31/7/08',b'23/10/08',b'\xc2\xa0'
b'The Finance Bill 2008',b'Minister for Finance',b'11',b'12/06/08',b'26/05/08',b'43',b'-',b'12/11/08',b'25/11/08',b'15/12/08'
"b'The Constitution of Kenya Review Bill, 2008'","b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'12',b'20/06/08',b'04/07/08',b'46',b'29/7/08',b'6/8/08',b'4/11/08',b'11/12/08'
"b'The Constitution of Kenya (Amendment) Bill, 2008'","b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'13',b'20/06/08',b'04/07/08',b'\xc2\xa0',b'29/7/08',b'Withdrawn'
"b'The Kenya Communications (Amendment)Bill, 2008'",b'Minister for Information and Communications',b'14',b'18/07/08',b'01/08/08',b'56',b'05/8/08',b'25/11/08',b'11/12/08',b'\xc2\xa0'
"b'The Biosafety Bill, 2008'","b'Minister for Higher Education, Science and Technology'",b'15',b'27/06/08',b'11/07/08',b'\xc2\xa0',b'31/7/08',b'02/12/08',b'09/12/08',b'\xc2\xa0'
"b'The Anti-Counterfeit Bill, 2008'",b'Minister for Industrialization',b'16',b'01/07/08',b'14/07/08',b'51',b'31/7/08',b'30/10/08',b'10/12/08',b'\xc2\xa0'
b'The Constitution of Kenya (Amendment) Bill 2008',"b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'17',b'01/08/08',b'14/08/08',b'58',b'Withdrawn'
"b'The National Assembly (Parliamentary Opposition) Bill, 2008'",b'Ababu Namwamba',b'18',b'08/08/08',b'22/08/08',b'19',b'09/10/08',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Merchant Shipping Bill, 2008'",b'Minister for Transport',b'19',b'06/06/08',b'20/06/08',b'40',b'04/11/08',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Fiscal Management Bill, 2008'",b'Elias Mbau',b'20',b'17/10/08',b'31/10/08',b'71',b'13/11/08',b'04/02/08',b'10/12/08',b'\xc2\xa0'
"b'The Appropriation Bill, 2008'",b'Acting Minister for Finance',b'21',b'07/11/08',b'14/11/08',b'21',b'26/11/08',b'26/11/08',b'27/11/08',b'11/12/08'
"b'The Constitution of Kenya (Amendment) Bill, 2008'","b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'22',b'3/12/08',b'17/12/08',b'23',b'Withdrawn'
"b'The Offices of Minister Bill,2008'","b'Hon. David Ethuro, MP'",b'23',b'14/11/08',b'28/11/08',b'80',b'10/12/08',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Constitution of Kenya (Amendment) Bill, 2008'","b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'24',b'11/12/08',b'16/12/08',b'87',b'16/12/08',b'16/12/08',b'16/12/08',b'\xc2\xa0'
b'Bill',b'Sponsor',b'KNA #',b'Dated',b'Maturity',b'GAZ #',b'1st READ',b'2nd READ',b'3rd READ',b'ASSENT'
"b'The Constitution of Kenya (Amendment) Act, 2009 '",b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Special Tribunal for Kenya Statute, 2009'",b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Alcoholic Drinks Control Bill, 2009'",b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Industrial Training (Amendment) Bill, 2009'",b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'Competition Bill, 2009'",b'Deputy Prime Minister and Minister of Finance',b'3',"b'30th April, 2009'","b'14th May, 2009'",b'24',b'14/05/209',b'',b'',b''
"b'The Supplementary Appropriation Bill, 2009'",b'Deputy Prime Minister and Minister for Finance',b'1',b'30th April 2009',b'7th May 2009',b'25',b'20/5/09',b'20/5/09',b'20/5/09',b'\xc2\xa0'
"b'The Arbitration (Amendment) Bill, 2009'",b'Attorney General',b'2',b'24th April 2009',b'8th May 2009',b'23',b'14/5/09',b'21/5/09',b'\xc2\xa0',"b'1st January, 2010'"
"b'The Statute Law (Miscellaneous Amendments ) Bill, 2009'",b'Attorney General',b'4',b'6th May 2009',b'20th May 2009',b'26',b'26/5/09',b'26/5/09',b'26/5/09',b'\xc2\xa0'
"b'The Mutual Legal Assistance Bill, 2009'",b'Attorney General',b'5',b'8th May 2009',b'22nd May 2009',b'27',b'26/5/09',b'3/6/09',b'\xc2\xa0',b'\xc2\xa0'
"b'The National Youth Council Bill, 2009'",b'Minister for Youth Affairs and Sports',b'6',b'15th May 2009',b'29th May 2009',b'28',b'23/6/09',b'23/7/09',b'\xc2\xa0',"b'1st January, 2010'"
"b'The Finance Bill, 2009'",b'Ministry of Finance',b'7',b'11th June 2009',b'25th June 2009',b'38',b'23/6/09',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'Offices of Ministers Bill 2009',b'Ekwee Ethuro',b'8',b'19th June 2009',b'3rd July 2009',b'41',b'21/7/09',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Price Control (Essential Goods) Bill, 2009'",b'Ephraim M. Maina',b'9',b'19th June 2009',b'3rd July 2009',b'43',b'27/8/09',b'25/11/09',b'\xc2\xa0',b'\xc2\xa0'
"b'The Chiefs? (Amendment) Bill, 2009'",b'Eugene Wamalwa',b'10',b'19th June 2009',b'3rd July 2009',b'42',b'21/7/09',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Proceeds of Crime and Money Laundering Bill, 2009'",b'Attorney General',b'11',b'17th July 2009',b'31st July 2009',b'13',b'27/8/09',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Constitution of Kenya(Amendment)(N0.3) Bill,2009'",b'Hon. Gitobu Imanyara',b'12',b'26th August 009',b'10th September 2009',b'57',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Appropriations Bill, 2009'",b'Deputy Prime Minister and Minister for Finance',b'13',b'27th August 2009',b'\xc2\xa0',b'58',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Commissions of Inquiry (Amendment) Bill, 2009'",b'John Olago Aluoch',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Anti-Corruption and Economic Crimes (Repeal) Bill, 2009'",b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Animal Technicians Bill, 2009'",b'Joseph Lekuton',b'\xc2\xa0',b'2nd October 2009',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'Bill Name',b'Sponsor',b'KNA #',b'Dated',b'Maturity',b'Gaz#',b'1stREAD',b'2nd READ',b'\xc2\xa03rd READ'
"b'Companies Bill, 2010'",b'Attorney-General',b'',"b'17th December, 2010'","b'31st December, 2010'",b'23',"b'30th December, 2010'",b'Awaiting',b''
b'Partnership Bill 2010',b'Attorney-General',b'',"b'31st December, 2010'","b'13th January, 2011'",b'24',"b'26th October, 2011'","b'24th November, 2011'","b'29th May, 2012'"
b'Limited Liability Partnership Bill 2010',b'Attorney-General',b'92',"b'17th December, 2010'",b'31st December 2010',b'23',b'30.03.11',b'19.04.1120.04.11',b'25.10.11'
"b'Insolvency Bill, 2010'",b'Attorney-General',b'',"b'17th December, 2010'","b'13th January, 2011'",b'25',b'07.06.11/14.06.11',b'Withdrawn on 25.10.11',b'-'
"b'The Tourism Bill, 2010'",b'Minister for Tourism',b'',"b'10th November, 2010'","b'1st December, 2010'",b'21',b'14th December 2010',b'24th February 2010',b'24th February 2010'
"b'The Vet. Surgeons and Para-Proffessionals Bill, 2010'",b'Minster for Livestock Development',b'',"b'12th October, 2010'","b'3rd December, 2010'",b'22',"b'7th December, 2010'",b'',b''
b'The Traffic (Amendment) Bill 2010',"b'Eugene Wamalwa, Member of Parliament.'",b'\xc2\xa0',"b'1st October, 2010'","b'\xc2\xa017th November, 2010'",b'\xc2\xa020',"b'\xc2\xa02nd November, 2010'","b'\xc2\xa023rd November, 2010'",b'\xc2\xa0'
b'The Judicial Service Bill 2010',"b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'\xc2\xa0',b'17th September 2010',b'1st October 2010',b'19',b'30th November 2010',b'Withdrawn on 18.1.2011',b'\xc2\xa0',b'\xc2\xa0'
b'Vetting of Judges and Magistrates Bill 2010',"b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'\xc2\xa0',b'14th September 2010',b'28th September 2010',b'17',b'30th November 2010',b'Withdrawn on 18.1.2011',b'\xc2\xa0',b'\xc2\xa0'
"b'The Commission for The Implementation of The Constitution Bill, 2010'","b'Minister for Justice, National Cohesion & Contitutional Affairs'","b'30th August, 2010'","b'13th September, 2010'",b'15/18',"b'\xc2\xa07th October, 2010'","b'\xc2\xa013th October, 2010'","b'\xc2\xa019th October, 2010'",b'\xc2\xa0'
"b'The Persons with Disabilities Amendment Bill, 2010'",b'\xc2\xa0Hon Eugene Wamalwa',b'\xc2\xa0',"b'\xc2\xa03rd September, 2010'","b'17th September, 2010'",b'\xc2\xa014',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
"b'The Appropriation Bill, 2010'",b'Deputy Prime Minister & Minister for Finance',"b'30th August, 2010'","b'1st September, 2010'",b'16',"b'1st September, 2010'","b'\xc2\xa01st September, 2010'","b'\xc2\xa01st Sept, 2010'",b'\xc2\xa0'
"b'The Retirement Benefits (Amendment Bill), 2010'",b'Hon. Eugene Wamalwa',"b'6th August, 2010'","b'20th August,2010'",b'13',"b'\xc2\xa031st August, 2010'","b'\xc2\xa031st August, 2010'","b'\xc2\xa0Wiithdrawn on 28th Oct, 2010'",b'\xc2\xa0'
"b'The Tea (Amendment) (no. 2) Bill, 2010'",b'Minister for Agriculture',"b'12th July, 2010'","b'26th July, 2010'",b'12',"b'\xc2\xa01st Sept, 2010'","b'\xc2\xa06th Oct, 2010'",b'\xc2\xa014/12/2010',b'\xc2\xa0'
b'The Constitution of Kenya (Amendment) Bill 2010',b'Hon. Jamleck Kamau',"b'2nd July, 2010'","b'16th July,2010'",b'11',b'The Constitution of (Kenya Amendment) Bill \xc2\xa02010 was withdrawn on 20th July 2010',b'\xc2\xa0'
b'Insurance (Motor Vehicle Third Party Risks) Bill 2010',b'Deputy Prime Minister & Minister for Finance',"b'10th June,2010'","b'24th June, 2010'",b'10',b'29/6/2010',b'\xc2\xa031.08.10',b'-',b'\xc2\xa0'
b'The Finance Bill 2010',b'Deputy Prime Minister & Minister for Finance',"b'10th June, 2010'","b'24th June, 2010'",b'9',b'29/6/2010',b'\xc2\xa028/10/10',b'\xc2\xa008/12/10',b'\xc2\xa0'
"b'The Local Government (Amendment) Bill, 2009'",b'Ministry of Local Govt.',b'31st December 2009',b'14th January 2010',b'24',b'35',b'29/6/2010',b'\xc2\xa0',b'\xc2\xa0'
b'The Malaria Prevention Bill 2010',b'Hon. Boaz Kaino',"b'19th March, 2010'","b'2rd April, 2010'",b'5',b'16/6/2010',b'6/7/2010/01.07.10/6/07/10/Awaiting',b'\xc2\xa0',b'\xc2\xa0'
"b'The Tea (Amendment) Bill, 2010'","b'Hon. Dr. Julius Kones, Minister for Agriculture'","b'1st April, 2010'","b'15th April, 2010'",b'7',b'16/6/2010',b'\xc2\xa006.10.10',b'14.12.10'
"b'The Supplementary Appropriation Bill, 2010'",b'Deputy Prime Minister and Minister for Finance',"b'13th April, 2010'","b'27th April, 2010'",b'8',b'15/4/2010',b'15/4/2010',b'15/4/2010'
b'The Wildlife Conservation and Management (Amendment) Bill 2010',b'Hon.Boaz Kaino',"b'1st April, 2010'","b'15th April, 2010'",b'6',"b'\xc2\xa016th June, 2010'",b'\xc2\xa0Awaiting',b'\xc2\xa0',b'\xc2\xa0'
"b'The Prevention of Organised Crime Bill, 2010'",b'Minister of State for Provincial Administration and Internal Security',b'5th March 2010',b'19th March 2010',b'4',b'7/4/2010',b'17/6/2010',b'14/7/2010',b'\xc2\xa0'
"b'The Counter-Trafficking in Persons Bill, 2010'",b'Hon. Millie Odhiambo Mabona',b'5th March 2010',b'19th March 2010',b'3',b'7/4/2010',b'22/6/2010',b'\xc2\xa015/07/2010',b'\xc2\xa0'
b'The Witness Protection (Amendment) Bill',b'Attorney General',b'5th February 2010',b'19th February 2010',b'1',b'31/3/2010',b'6/4/2010',b'7/4/2010',b'\xc2\xa0'
"b'The Indemnity (Repeal) Bill, 2010'",b'Hon. Mohamed A. Affey',b'1',b'12th February 2010',b'26th February 2010',b'2',b'11/3/2010',b'8/4/2010',b'14/4/2010',b'\xc2\xa0'
b'Bill Name',b'Sponsor',b'KNA #',b'Dated',b'Maturity',b'Gaz#',b'1st READ',b'2nd READ',b'\xc2\xa03rd READ'
b'KNA.No',b'BILL',b'',b'SPONSOR',b'DATED',b'MATURITY',b'SUPP NO.',b'1st READ',b'2nd READ',b'3rd\xc2\xa0    READ',b'ASSENT-ACTS'
b'65.',"b'The Seeds and Plant Varieties (Amendment) Bill, 2011'",b'',"b'Sally Kosgei, Minister for Agriculture.'",b'28/11/2011',b'12/12/2011',b'176',b'17/04/2012',b'15/08/2012',b'-',b'-'
b'64.',"b'The Kenya Plant Health Inspectorate Service Bill, 2011'",b'',"b'Sally Kosgei, Minister for Agriculture.'",b'28/11/2011',b'12/12/2011',b'175',b'14/03/2012',b'10/10/2012',b'-',b'-'
b'63.',"b'The Legal Education Bill, 2011'",b'',"b'Mutula Kilonzo, Minister for Justice, National Cohesion and Constitutional Affairs.'",b'13/12/2011',b'27/12/2011',b'27/12/2011',b'174',b'06/03/2012',b'30.05.201207.06.2012',b'28/08/2012',b'Supp. No. 130'
b'27/12/2011'
b'62.',"b'The Sugar (Amendment) Bill, 2011'",b'',"b'Sally Kosgei, Minister for Agriculture.'",b'28/11/2011',b'12/12/2011',b'172',b'06/03/2012',b'04/09/201206/09/201211/09/2012',b'-',b'-'
b'61.',"b'The Kenya School of Law Bill, 2011'",b'',"b'Mutula Kilonzo, Minister for Justice, National Cohesion and Constitutional Affairs.'",b'13/12/2011',b'27/12/2011',b'171',b'06/03/2012',b'22/05/201229/05/201230/05/2012',b'28/08/2012',b'Supp. No. 129'
b'60.',"b'The Judicature (Amendment) Bill, 2011'",b'',"b'Minister for Justice, National Cohesion and Constitutional Affairs'",b'30/11/2011',b'14/12/2011',b'155',b'21/12/2011',b'22/05/2012',b'29/05/2012',b'Supp No 146'
b'59',"b'The Coconut Bill, 2011'",b'',b'Hon. Danson Mungatana',b'10/10/2011',b'24/10/2011',b'153',b'13/12/2011',b'15/08/2012',b'-',b'-'
b'58.',"b'The Pyrethrum Bill, 2011'",b'',b'Hon. Jeremiah Kioni',b'9/11/2011',b'22/11/2011',b'150',b'7/12/2011',b'05/12/2012',b'19/12/2012',b'-'
b'57.',"b'The Publication of Electoral Opinion Polls Bill, 2011'",b'',b'Hon. Boni Khalwale',b'25/10/2011',b'8/11/2011',b'149',b'8/12/2011',b'07/03/201214/03/2012',b'30/05/2012',b'-'
b'56.',"b'The Constitution of Kenya (Amendment) Bill, 2011'",b'',"b'Minister for Justice, National Cohesion and Constitutional Affairs.'",b'19/10/2011',b'02/11/2011',b'141',b'-',b'-',b'-',b'-'
b'55',"b'The Micro and Small Enterprises Bill, 2011'",b'',"b'F.T. Nyammo, Member of Parliament'",b'16/8/2011',b'30/8/2011',b'135',b'2/11/2011',b'28/11/2012',b'05/12/2012',b'-'
b'54',"b'The Statutory Instruments Bill, 2011'",b'',"b'Amina Abdalla, Member of Parliament'",b'12/7/2011',b'26/7/2011',b'134',b'30/11/2011',b'15/08/201229/08/2012',b'26/09/2012',b'-'
b'53',"b'The Banking (Amendment) Bill, 2011'",b'',"b'Hon. Martin Ogindo, Member of Parliament'",b'8/9/2011',b'22/9/2011',b'133',b'10/11/2011',b'-',b'-',b'-'
b'52',"b'The Constitution of Kenya (Amendment) Bill, 2011'",b'',"b'Minister for Justice, National Cohesion and Constitutional Affairs.'",b'21/09/2011',b'06/10/2011',b'125',b'23/11/2011',b'WITHDRAWN',b'-',b'\xc2\xa0-'
b'51.',"b'The Kenya Deposit Insurance Bill, 2011'",b'',b'Deputy Prime Minister and Minister for Finance',b'23/8/2011',b'6/9/2011',b'117',b'26/10/2011',b'1/12/2011',b'17/04/2012',b'-'
b'50.',"b'The Consumer Protection Bill, 2011'",b'',"b'Jakayo Midiwo, Member of Parliament'",b'26/6/2011',b'9/8/2011',b'9/8/2011',b'116',b'26/10/2011',b'01/08/2012',b'02/10/2012',b'-'
b'9/8/2011'
b'49',"b'The Pyrethrum (Amendment) Bill, 2011'",b'',"b'Hon. J.N. Kioni, Member of Parliament'",b'23/8/2011',b'5/9/2011',b'115',b'WITHDRAWN',b'-',b'-',b'-'
b'48',"b'The Books and Newspapers (Amendment) Bill, 2011'",b'',"b'Hon. Farah Maalim,Member of Parliament'",b'1/9/2011',b'15/9/2011',b'114',b'12/10/2011',b'-',b'-',b'-'
b'47.',"b'The Appropriation Bill, 2011'",b'',b'Deputy Prime Minister and Minister for Finance',b'01/09/2011',b'08/01/2011',b'107',b'08/09/2011',b'08/09/2011',b'08/09/2011',b'Supp. No. 120'
b'46',"b'The Cancer Prevention and Control Bill, 2011'",b'',"b'Hon. Robert Monda, Member of Parliament'",b'21/7/2011',b'4/08/2011',b'96',b'12/10/2011',b'23/11/2011',b'16/06/2011',b'Supp. No 80'
b'45',"b'The National Payment System Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Finance',b'2/9/2011',b'16/8/2011',b'95',b'12/10/2011',b'27/10/11',b'3/11/2011',b'Supp. No. 161'
b'44',"b'The Contingencies Fund and County Emergency Funds Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Finance',b'24/8/2011',b'25/8/2011',b'93',b'25/8/2011',b'\xc2\xa025/8/2011',b'26/8/2011',b'\xc2\xa0Supp. No. 103'
b'43',"b'The National Government    Loans Guarantee Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Finance',b'24/08/2011',b'25/08/2011',b'92',b'25/8/2011',b'\xc2\xa025/8/2011',b'26/8/2011',b'\xc2\xa0Supp. No. 104'
b'42',"b'The Commission on Revenue    Allocation Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Finance',b'19/08/2011',b'25/8/2011',b'91',b'25/8/2011',b'\xc2\xa025/8/2011',b'26/8/2011',b'\xc2\xa0Supp. No. 102'
b'41',"b'The Kenya    Citizens and Foreign Nationals Management Service Bill, 2011'",b'',b'Minister of State for    Immigration and Registration of Persons',b'22/8/2011',b'24/8/2011',b'90',b'24/08/2011',b'25/8/2011',b'7/9/2011',b'\xc2\xa0Supp. No. 128'
b'40',"b'The Kenya    Citizenship and Immigration Bill, 2011'",b'',b'Minister of State for    Immigration and Registration of Persons',b'22/08/2011',b'24/8/2011',b'89',b'24/08/2011',b'24/08/2011',b'25/8/2011',b'\xc2\xa0Supp. No. 98'
b'39',"b'The Environment and Land    Court Bill, 2011'",b'',b'Minister for Lands',b'22/08/2011',b'24/08/2011',b'88',b'24/08/2011',b'24/08/2011',b'25/8/2011',b'\xc2\xa0Supp. No. 105'
b'38',"b'The Urban Areas and Cities    Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Local Government',b'22/08/2011',b'24/08/2011',b'87',b'24/08/2011',b'24/08/2011',b'25/8/2011',b'\xc2\xa0Supp. No 99'
b'37',"b'The Employment and Labour    Relations Court Bill, 2011'",b'',b'Minister for Labour',b'16/08/2011',b'23/8/2011',b'86',b'23/08/2011',b'24/8/2011',b'25/8/2011',b'\xc2\xa0Supp. No. 106'
b'36',"b'The Ethics and    Anti-Corruption Commission Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'19/8/2011',b'23/8/2011',b'85',b'23/08/2011',b'23/08/2011',b'25/08/2011',b'\xc2\xa0Supp. No. 109'
b'35.',"b'The Power of Mercy Bill,    2011'",b'',b'Attorney General',b'16/08/2011',b'23/8/2011',b'83',b'23/8/2011',b'24/8/2011',b'25/8/2011',b'\xc2\xa0Supp. No. 108'
b'34.',"b'The Elections Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'18/8/2011',b'23/8/2011',b'82',b'23/8/2011',b'24/8/2011',b'25/8/201126/8/2011',b'\xc2\xa0Supp. No. 111'
b'33.',"b'The Independent Policing    Oversight Authority Bill, 2011'",b'',b'Minister for State for    Provincial Administration and Internal Security',b'12/8/2011',b'18/8/2011',b'81',b'18/08/2011',b'11/10/2011',b'\xc2\xa018/10/2011',b'\xc2\xa0Supp. No. 147'
b'32.',"b'The National Police Service    Commission Bill, 2011'",b'',b'Minister for State for    Provincial Administration and Internal Security',b'12/8/2011',b'18/8/2011',b'80',b'18/08/2011',b'1/9/2011     6/9/2011',b'\xc2\xa07/9/2011',b'\xc2\xa0Supp. No. 127'
b'31.',"b'The National Police Service    Bill, 2011'",b'',b'Minister for State for    Provincial Administration and Internal Security',b'12/8/2011',b'18/8/2011',b'79',b'18/08/2011',b'23/8/2011',b'25/8/2011',b'\xc2\xa0-'
b'30.',"b'The Kenya School    of Government Bill, 2011'",b'',b'Minister for State for    Public Service',b'1/8/2011',b'15/08/2011',b'77',b'11/10/2011',b'\xc2\xa026/10/20119/11/2011',b'\xc2\xa017/04/2012',b'\xc2\xa0-'
b'29.',"b'The Energy and    Communications Law (Amendment) Bill, 2011'",b'',b'Hon. James Rege',b'22/7/2011',b'05/08/2011',b'72',b'11/10/2011',b'\xc2\xa001/08/2012',b'\xc2\xa029/09/2012',b'\xc2\xa0-'
b'28. ',"b'The Ratification of Treaties    Bill, 2011'",b'',b'Hon. Millie Odhiambo Mabona',b'16/6/2011',b'30/6/2011',b'71',b'12/10/2011',b'29/11/201130/11/20111/12/2011',b'\xc2\xa027/09/2012',b'\xc2\xa0-'
b'27.',"b'The Public Procurement and    Disposal (Amendment) Bill, 2011'",b'',b'Hon. Eugene Wamalwa',b'14/6/2011',b'28/6/2011',b'70',b'16/8/2011',b'17/11/201124/11/201129/11/2011',b'\xc2\xa024/11/2011',b'\xc2\xa0-'
b'26. ',"b'The Labour Institutions    (Amendment) Bill, 2011'",b'',b'Hon. John Mututho',b'14/6/2011',b'28/6/2011',b'67',b'11/8/2011',b'6/12/20117/12/201114/12/2011',b'\xc2\xa0-',b'\xc2\xa0-'
b'25.',"b'The National Gender and Equality    Commission Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'15/7/2011',b'20/7/2011',b'64',b'20/7/2011',b'11/8/2011',b'17/8/2011',b'\xc2\xa0Supp. No.101'
b'24. ',"b'The Kenya    National Human Rights Commission Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'15/7/2011',b'20/7/2011',b'63',b'20/7/2011',b'10/8/2011',b'\xc2\xa018/8/2011',b'\xc2\xa0Supp. No.100'
